timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_control,roll_setpoint,roll_measurement,roll_control,yaw_setpoint,yaw_measurement,yaw_control
0.918,0.001,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.919,0.000,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.921,0.001,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.935,0.000,0.000,0.045,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.937,0.001,0.000,0.045,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.939,0.001,0.000,0.045,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.940,0.000,0.000,0.045,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.942,0.001,0.000,0.045,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.944,0.001,0.000,0.046,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.945,0.000,0.000,0.046,0.000,0.000,-0.034,0.000,0.000,-4.429,0.000
0.960,0.001,0.000,0.047,0.000,0.000,-0.035,0.000,0.000,-4.430,0.000
0.961,0.001,0.000,0.047,0.000,0.000,-0.035,0.000,0.000,-4.430,0.000
0.963,0.001,0.000,0.047,0.000,0.000,-0.035,0.000,0.000,-4.430,0.000
0.964,0.000,0.000,0.047,0.000,0.000,-0.035,0.000,0.000,-4.430,0.000
0.966,0.000,0.000,0.047,0.000,0.000,-0.036,0.000,0.000,-4.430,0.000
0.968,0.001,0.000,0.047,0.000,0.000,-0.036,0.000,0.000,-4.430,0.000
0.970,0.001,0.000,0.047,0.000,0.000,-0.036,0.000,0.000,-4.430,0.000
0.984,0.001,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.985,0.000,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.987,0.000,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.989,0.001,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.991,0.001,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.992,0.000,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
0.994,0.001,0.000,0.048,0.000,0.000,-0.036,0.000,0.000,-4.431,0.000
